user_date,conversation_duration(sec),conversation_user
u14_2013-04-26,39231.0,u14
u14_2013-04-27,22605.0,u14
u14_2013-04-28,36018.0,u14
u14_2013-04-29,38584.0,u14
u14_2013-04-30,31761.0,u14
u14_2013-05-01,36069.0,u14
u14_2013-05-02,36129.0,u14
u14_2013-05-03,43230.0,u14
u14_2013-05-04,25859.0,u14
u14_2013-05-05,13503.0,u14
u14_2013-05-06,31763.0,u14
u14_2013-05-07,26887.0,u14
u14_2013-05-08,21855.0,u14
u14_2013-05-09,26372.0,u14
u14_2013-05-10,0.0,u14
u14_2013-05-11,16551.0,u14
u14_2013-05-12,33550.0,u14
u14_2013-05-13,43673.0,u14
u14_2013-05-14,18423.0,u14
u14_2013-05-15,18778.0,u14
u14_2013-05-16,20342.0,u14
u14_2013-05-17,5777.0,u14
u14_2013-05-18,0.0,u14
u14_2013-05-19,6470.0,u14
u14_2013-05-20,17935.0,u14
u14_2013-05-21,4792.0,u14
u14_2013-05-22,19645.0,u14
u14_2013-05-23,1070.0,u14
u14_2013-05-24,10630.0,u14
u14_2013-05-25,12362.0,u14
u14_2013-05-26,6504.0,u14
u14_2013-05-27,12685.0,u14
u14_2013-05-28,25926.0,u14
u14_2013-05-29,36390.0,u14
u14_2013-05-30,13423.0,u14
u15_2013-03-27,32608.0,u15
u15_2013-03-28,10605.0,u15
u15_2013-03-29,30746.0,u15
u15_2013-03-30,34921.0,u15
u15_2013-03-31,37739.0,u15
u15_2013-04-01,29519.0,u15
u15_2013-04-02,10499.0,u15
u15_2013-04-03,31276.0,u15
u15_2013-04-04,7422.0,u15
u15_2013-04-05,18914.0,u15
u15_2013-04-06,15312.0,u15
u15_2013-04-07,21097.0,u15
u15_2013-04-08,26251.0,u15
u15_2013-04-09,21261.0,u15
u15_2013-04-10,20333.0,u15
u15_2013-04-11,0.0,u15
u15_2013-04-12,14511.0,u15
u15_2013-04-13,23442.0,u15
u15_2013-04-14,7775.0,u15
u15_2013-04-15,26891.0,u15
u15_2013-04-16,15925.0,u15
u15_2013-04-17,5497.0,u15
u15_2013-04-18,9620.0,u15
u15_2013-04-19,12383.0,u15
u15_2013-04-20,13520.0,u15
u15_2013-04-21,9478.0,u15
u15_2013-04-22,28644.0,u15
u15_2013-04-23,9736.0,u15
u15_2013-04-24,0.0,u15
u15_2013-04-25,11757.0,u15
u15_2013-04-26,0.0,u15
u15_2013-04-27,0.0,u15
u15_2013-04-28,27612.0,u15
u15_2013-04-29,36600.0,u15
u15_2013-04-30,7785.0,u15
u15_2013-05-01,0.0,u15
u15_2013-05-02,0.0,u15
u15_2013-05-03,0.0,u15
u15_2013-05-04,0.0,u15
u15_2013-05-05,29509.0,u15
u15_2013-05-06,20036.0,u15
u15_2013-05-07,6625.0,u15
u15_2013-05-08,6980.0,u15
u15_2013-05-09,0.0,u15
u15_2013-05-10,13251.0,u15
u15_2013-05-11,0.0,u15
u15_2013-05-12,0.0,u15
u15_2013-05-13,12492.0,u15
u15_2013-05-14,12698.0,u15
u15_2013-05-15,28177.0,u15
u15_2013-05-16,0.0,u15
u15_2013-05-17,0.0,u15
u15_2013-05-18,0.0,u15
u15_2013-05-19,0.0,u15
u15_2013-05-20,0.0,u15
u15_2013-05-21,0.0,u15
u15_2013-05-22,0.0,u15
u15_2013-05-23,0.0,u15
u15_2013-05-24,0.0,u15
u15_2013-05-25,2666.0,u15
u15_2013-05-26,1147.0,u15
u15_2013-05-27,7443.0,u15
u15_2013-05-28,5994.0,u15
u15_2013-05-29,16316.0,u15
u16_2013-03-27,25298.0,u16
u16_2013-03-28,35887.0,u16
u16_2013-03-29,32867.0,u16
u16_2013-03-30,20175.0,u16
u16_2013-03-31,10697.0,u16
u16_2013-04-01,34916.0,u16
u16_2013-04-02,17042.0,u16
u16_2013-04-03,25263.0,u16
u16_2013-04-04,22223.0,u16
u16_2013-04-05,21169.0,u16
u16_2013-04-06,23642.0,u16
u16_2013-04-07,14248.0,u16
u16_2013-04-08,23591.0,u16
u16_2013-04-09,15407.0,u16
u16_2013-04-10,23046.0,u16
u16_2013-04-11,12971.0,u16
u16_2013-04-12,19646.0,u16
u16_2013-04-13,9022.0,u16
u16_2013-04-14,16784.0,u16
u16_2013-04-15,23108.0,u16
u16_2013-04-16,12921.0,u16
u16_2013-04-17,25104.0,u16
u16_2013-04-18,35983.0,u16
u16_2013-04-19,25678.0,u16
u16_2013-04-20,10443.0,u16
u16_2013-04-21,7623.0,u16
u16_2013-04-22,27394.0,u16
u16_2013-04-23,25328.0,u16
u16_2013-04-24,23373.0,u16
u16_2013-04-25,11940.0,u16
u16_2013-04-26,11579.0,u16
u16_2013-04-27,18161.0,u16
u16_2013-04-28,9470.0,u16
u16_2013-04-29,4890.0,u16
u16_2013-04-30,0.0,u16
u16_2013-05-01,5444.0,u16
u16_2013-05-02,22905.0,u16
u16_2013-05-03,24816.0,u16
u16_2013-05-04,26777.0,u16
u16_2013-05-05,17902.0,u16
u16_2013-05-06,15400.0,u16
u16_2013-05-07,17489.0,u16
u16_2013-05-08,22366.0,u16
u16_2013-05-09,12942.0,u16
u16_2013-05-10,34873.0,u16
u16_2013-05-11,716.0,u16
u16_2013-05-12,140.0,u16
u16_2013-05-13,8833.0,u16
u16_2013-05-14,7140.0,u16
u16_2013-05-15,19446.0,u16
u16_2013-05-16,11959.0,u16
u16_2013-05-17,16416.0,u16
u16_2013-05-18,0.0,u16
u16_2013-05-19,234.0,u16
u16_2013-05-20,0.0,u16
u16_2013-05-21,18225.0,u16
u16_2013-05-22,21314.0,u16
u16_2013-05-23,21097.0,u16
u16_2013-05-24,0.0,u16
u16_2013-05-25,0.0,u16
u16_2013-05-26,0.0,u16
u16_2013-05-27,0.0,u16
u16_2013-05-28,25252.0,u16
u17_2013-03-27,17314.0,u17
u17_2013-03-28,15714.0,u17
u17_2013-03-29,22796.0,u17
u17_2013-03-30,4506.0,u17
u17_2013-03-31,2733.0,u17
u17_2013-04-01,22062.0,u17
u17_2013-04-02,7724.0,u17
u17_2013-04-03,26505.0,u17
u17_2013-04-04,12036.0,u17
u17_2013-04-05,23312.0,u17
u17_2013-04-06,23438.0,u17
u17_2013-04-07,4921.0,u17
u17_2013-04-08,10348.0,u17
u17_2013-04-09,7778.0,u17
u17_2013-04-10,18261.0,u17
u17_2013-04-11,12606.0,u17
u17_2013-04-12,10235.0,u17
u17_2013-04-13,6998.0,u17
u17_2013-04-14,13580.0,u17
u17_2013-04-15,16509.0,u17
u17_2013-04-16,15268.0,u17
u17_2013-04-17,17065.0,u17
u17_2013-04-18,18195.0,u17
u17_2013-04-19,19147.0,u17
u17_2013-04-20,11088.0,u17
u17_2013-04-21,16468.0,u17
u17_2013-04-22,14238.0,u17
u17_2013-04-23,16020.0,u17
u17_2013-04-24,20330.0,u17
u17_2013-04-25,12898.0,u17
u17_2013-04-26,28315.0,u17
u17_2013-04-27,9889.0,u17
u17_2013-04-28,11175.0,u17
u17_2013-04-29,9672.0,u17
u17_2013-04-30,8831.0,u17
u17_2013-05-01,12359.0,u17
u17_2013-05-02,12534.0,u17
u17_2013-05-03,16810.0,u17
u17_2013-05-04,9185.0,u17
u17_2013-05-05,8360.0,u17
u17_2013-05-06,15767.0,u17
u17_2013-05-07,16982.0,u17
u17_2013-05-08,17823.0,u17
u17_2013-05-09,2321.0,u17
u17_2013-05-10,706.0,u17
u17_2013-05-11,14182.0,u17
u17_2013-05-12,5285.0,u17
u17_2013-05-13,10914.0,u17
u17_2013-05-14,12796.0,u17
u17_2013-05-15,11437.0,u17
u17_2013-05-16,6172.0,u17
u17_2013-05-17,22278.0,u17
u17_2013-05-18,2954.0,u17
u17_2013-05-19,585.0,u17
u17_2013-05-20,22261.0,u17
u17_2013-05-21,8592.0,u17
u17_2013-05-22,15245.0,u17
u17_2013-05-23,28390.0,u17
u17_2013-05-24,8119.0,u17
u17_2013-05-25,11324.0,u17
u17_2013-05-26,7747.0,u17
u17_2013-05-27,16227.0,u17
u17_2013-05-28,14438.0,u17
u17_2013-05-29,22706.0,u17
u17_2013-05-30,10281.0,u17
u17_2013-05-31,1200.0,u17
u18_2013-03-27,26303.0,u18
u18_2013-03-28,19087.0,u18
u18_2013-03-29,23106.0,u18
u18_2013-03-30,9468.0,u18
u18_2013-03-31,12451.0,u18
u18_2013-04-01,23555.0,u18
u18_2013-04-02,34620.0,u18
u18_2013-04-03,23526.0,u18
u18_2013-04-04,3188.0,u18
u18_2013-04-05,25439.0,u18
u18_2013-04-06,23377.0,u18
u18_2013-04-07,4386.0,u18
u18_2013-04-08,27448.0,u18
u18_2013-04-09,18445.0,u18
u18_2013-04-10,11034.0,u18
u18_2013-04-11,0.0,u18
u18_2013-04-12,0.0,u18
u18_2013-04-13,0.0,u18
u18_2013-04-14,0.0,u18
u18_2013-04-15,10665.0,u18
u18_2013-04-16,28105.0,u18
u18_2013-04-17,26463.0,u18
u18_2013-04-18,0.0,u18
u18_2013-04-19,0.0,u18
u18_2013-04-20,13331.0,u18
u18_2013-04-21,16465.0,u18
u18_2013-04-22,43234.0,u18
u18_2013-04-23,24680.0,u18
u18_2013-04-24,11539.0,u18
u18_2013-04-25,42426.0,u18
u18_2013-04-26,17605.0,u18
u18_2013-04-27,0.0,u18
u18_2013-04-28,0.0,u18
u18_2013-04-29,0.0,u18
u18_2013-04-30,0.0,u18
u18_2013-05-01,0.0,u18
u18_2013-05-02,0.0,u18
u18_2013-05-03,7507.0,u18
u18_2013-05-04,9941.0,u18
u18_2013-05-05,3181.0,u18
u18_2013-05-06,8835.0,u18
u18_2013-05-07,34854.0,u18
u18_2013-05-08,0.0,u18
u18_2013-05-09,0.0,u18
u18_2013-05-10,0.0,u18
u18_2013-05-11,0.0,u18
u18_2013-05-12,0.0,u18
u18_2013-05-13,0.0,u18
u18_2013-05-14,15884.0,u18
u18_2013-05-15,14981.0,u18
u18_2013-05-16,21239.0,u18
u18_2013-05-17,3209.0,u18
u18_2013-05-18,13608.0,u18
u18_2013-05-19,15976.0,u18
u18_2013-05-20,14145.0,u18
u18_2013-05-21,10484.0,u18
u18_2013-05-22,7130.0,u18
u18_2013-05-23,25434.0,u18
u18_2013-05-24,9853.0,u18
u18_2013-05-25,29978.0,u18
u18_2013-05-26,920.0,u18
u18_2013-05-27,0.0,u18
u18_2013-05-28,7775.0,u18
u18_2013-05-29,2048.0,u18
u19_2013-03-27,22308.0,u19
u19_2013-03-28,29415.0,u19
u19_2013-03-29,18606.0,u19
u19_2013-03-30,17365.0,u19
u19_2013-03-31,2390.0,u19
u19_2013-04-01,16862.0,u19
u19_2013-04-02,24473.0,u19
u19_2013-04-03,26928.0,u19
u19_2013-04-04,29666.0,u19
u19_2013-04-05,20960.0,u19
u19_2013-04-06,21621.0,u19
u19_2013-04-07,17703.0,u19
u19_2013-04-08,23822.0,u19
u19_2013-04-09,21371.0,u19
u19_2013-04-10,26330.0,u19
u19_2013-04-11,24034.0,u19
u19_2013-04-12,30749.0,u19
u19_2013-04-13,32795.0,u19
u19_2013-04-14,26231.0,u19
u19_2013-04-15,10158.0,u19
u19_2013-04-16,20069.0,u19
u19_2013-04-17,32546.0,u19
u19_2013-04-18,24392.0,u19
u19_2013-04-19,14471.0,u19
u19_2013-04-20,282.0,u19
u19_2013-04-21,1030.0,u19
u19_2013-04-22,4977.0,u19
u19_2013-04-23,26785.0,u19
u19_2013-04-24,7051.0,u19
u19_2013-04-25,24916.0,u19
u19_2013-04-26,14920.0,u19
u19_2013-04-27,9614.0,u19
u19_2013-04-28,0.0,u19
u19_2013-04-29,0.0,u19
u19_2013-04-30,0.0,u19
u19_2013-05-01,16244.0,u19
u19_2013-05-02,0.0,u19
u19_2013-05-03,0.0,u19
u19_2013-05-04,2120.0,u19
u19_2013-05-05,1020.0,u19
u19_2013-05-06,8856.0,u19
u19_2013-05-07,19200.0,u19
u19_2013-05-08,0.0,u19
u19_2013-05-09,353.0,u19
u19_2013-05-10,15239.0,u19
u19_2013-05-11,14256.0,u19
u19_2013-05-12,6397.0,u19
u19_2013-05-13,13081.0,u19
u19_2013-05-14,17749.0,u19
u19_2013-05-15,29837.0,u19
u19_2013-05-16,0.0,u19
u19_2013-05-17,0.0,u19
u19_2013-05-18,0.0,u19
u19_2013-05-19,3176.0,u19
u19_2013-05-20,13184.0,u19
u19_2013-05-21,23282.0,u19
u19_2013-05-22,18688.0,u19
u19_2013-05-23,27465.0,u19
u19_2013-05-24,20480.0,u19
u19_2013-05-25,18355.0,u19
u19_2013-05-26,30458.0,u19
u19_2013-05-27,34284.0,u19
u19_2013-05-28,46606.0,u19
u19_2013-05-29,17310.0,u19
u19_2013-05-30,3687.0,u19
u19_2013-05-31,20608.0,u19
u20_2013-03-27,19269.0,u20
u20_2013-03-28,13099.0,u20
u20_2013-03-29,16450.0,u20
u20_2013-03-30,1702.0,u20
u20_2013-03-31,8712.0,u20
u20_2013-04-01,11649.0,u20
u20_2013-04-02,20883.0,u20
u20_2013-04-03,11981.0,u20
u20_2013-04-04,11079.0,u20
u20_2013-04-05,16833.0,u20
u20_2013-04-06,9490.0,u20
u20_2013-04-07,11482.0,u20
u20_2013-04-08,20018.0,u20
u20_2013-04-09,14048.0,u20
u20_2013-04-10,12464.0,u20
u20_2013-04-11,26668.0,u20
u20_2013-04-12,22465.0,u20
u20_2013-04-13,15856.0,u20
u20_2013-04-14,6716.0,u20
u20_2013-04-15,0.0,u20
u20_2013-04-16,0.0,u20
u20_2013-04-17,0.0,u20
u20_2013-04-18,0.0,u20
u20_2013-04-19,1935.0,u20
u20_2013-04-20,7966.0,u20
u20_2013-04-21,4962.0,u20
u20_2013-04-22,5547.0,u20
u20_2013-04-23,9055.0,u20
u20_2013-04-24,7838.0,u20
u20_2013-04-25,20907.0,u20
u20_2013-04-26,7588.0,u20
u20_2013-04-27,12381.0,u20
u20_2013-04-28,5334.0,u20
u20_2013-04-29,8278.0,u20
u20_2013-04-30,5337.0,u20
u20_2013-05-01,0.0,u20
u20_2013-05-02,0.0,u20
u20_2013-05-03,0.0,u20
u20_2013-05-04,13602.0,u20
u20_2013-05-05,747.0,u20
u20_2013-05-06,14696.0,u20
u20_2013-05-07,9697.0,u20
u20_2013-05-08,334.0,u20
u20_2013-05-09,1057.0,u20
u20_2013-05-10,7402.0,u20
u20_2013-05-11,70.0,u20
u20_2013-05-12,827.0,u20
u20_2013-05-13,5478.0,u20
u20_2013-05-14,4486.0,u20
u20_2013-05-15,5542.0,u20
u20_2013-05-16,596.0,u20
u20_2013-05-17,24577.0,u20
u20_2013-05-18,2662.0,u20
u20_2013-05-19,8557.0,u20
u20_2013-05-20,6523.0,u20
u20_2013-05-21,636.0,u20
u22_2013-03-27,26596.0,u22
u22_2013-03-28,23357.0,u22
u22_2013-03-29,25919.0,u22
u22_2013-03-30,13436.0,u22
u22_2013-03-31,5252.0,u22
u22_2013-04-01,3383.0,u22
u22_2013-04-02,14605.0,u22
u22_2013-04-03,25573.0,u22
u22_2013-04-04,20184.0,u22
u22_2013-04-05,39742.0,u22
u22_2013-04-06,22238.0,u22
u22_2013-04-07,866.0,u22
u22_2013-04-08,0.0,u22
u22_2013-04-09,0.0,u22
u22_2013-04-10,0.0,u22
u22_2013-04-11,0.0,u22
u22_2013-04-12,0.0,u22
u22_2013-04-13,0.0,u22
u22_2013-04-14,0.0,u22
u22_2013-04-15,0.0,u22
u22_2013-04-16,7234.0,u22
u22_2013-04-17,20330.0,u22
u22_2013-04-18,23674.0,u22
u22_2013-04-19,14430.0,u22
u22_2013-04-20,21793.0,u22
u22_2013-04-21,3098.0,u22
u22_2013-04-22,0.0,u22
u22_2013-04-23,0.0,u22
u22_2013-04-24,0.0,u22
u22_2013-04-25,4083.0,u22
u22_2013-04-26,0.0,u22
u22_2013-04-27,3690.0,u22
u22_2013-04-28,19869.0,u22
u22_2013-04-29,0.0,u22
u22_2013-04-30,0.0,u22
u22_2013-05-01,0.0,u22
u22_2013-05-02,0.0,u22
u22_2013-05-03,3559.0,u22
u22_2013-05-04,4129.0,u22
u22_2013-05-05,11485.0,u22
u22_2013-05-06,1250.0,u22
u22_2013-05-07,1390.0,u22
u22_2013-05-08,0.0,u22
u22_2013-05-09,8727.0,u22
u22_2013-05-10,33540.0,u22
u22_2013-05-11,3195.0,u22
u22_2013-05-12,151.0,u22
u22_2013-05-13,0.0,u22
u22_2013-05-14,3228.0,u22
u22_2013-05-15,20092.0,u22
u22_2013-05-16,22707.0,u22
u22_2013-05-17,17659.0,u22
u22_2013-05-18,15383.0,u22
u22_2013-05-19,10468.0,u22
u22_2013-05-20,7740.0,u22
u22_2013-05-21,8698.0,u22
u22_2013-05-22,10292.0,u22
u22_2013-05-23,15094.0,u22
u22_2013-05-24,10024.0,u22
u22_2013-05-25,0.0,u22
u22_2013-05-26,16864.0,u22
u22_2013-05-27,47716.0,u22
u22_2013-05-28,7556.0,u22
u22_2013-05-29,594.0,u22
u22_2013-05-30,17312.0,u22
u22_2013-05-31,10698.0,u22
u23_2013-03-27,18708.0,u23
u23_2013-03-28,21596.0,u23
u23_2013-03-29,5062.0,u23
u23_2013-03-30,3217.0,u23
u23_2013-03-31,9764.0,u23
u23_2013-04-01,4596.0,u23
u23_2013-04-02,18230.0,u23
u23_2013-04-03,21580.0,u23
u23_2013-04-04,12193.0,u23
u23_2013-04-05,13670.0,u23
u23_2013-04-06,11727.0,u23
u23_2013-04-07,15008.0,u23
u23_2013-04-08,13441.0,u23
u23_2013-04-09,10905.0,u23
u23_2013-04-10,9054.0,u23
u23_2013-04-11,18662.0,u23
u23_2013-04-12,9016.0,u23
u23_2013-04-13,11270.0,u23
u23_2013-04-14,9792.0,u23
u23_2013-04-15,9691.0,u23
u23_2013-04-16,10221.0,u23
u23_2013-04-17,8008.0,u23
u23_2013-04-18,8200.0,u23
u23_2013-04-19,6171.0,u23
u23_2013-04-20,12622.0,u23
u23_2013-04-21,21447.0,u23
u23_2013-04-22,18272.0,u23
u23_2013-04-23,6909.0,u23
u23_2013-04-24,17024.0,u23
u23_2013-04-25,16869.0,u23
u23_2013-04-26,11578.0,u23
u23_2013-04-27,9654.0,u23
u23_2013-04-28,29811.0,u23
u23_2013-04-29,3568.0,u23
u23_2013-04-30,10387.0,u23
u23_2013-05-01,20949.0,u23
u23_2013-05-02,6041.0,u23
u23_2013-05-03,14524.0,u23
u23_2013-05-04,4972.0,u23
u23_2013-05-05,4476.0,u23
u23_2013-05-06,16050.0,u23
u23_2013-05-07,18863.0,u23
u23_2013-05-08,11585.0,u23
u23_2013-05-09,6457.0,u23
u23_2013-05-10,16237.0,u23
u23_2013-05-11,4584.0,u23
u23_2013-05-12,5838.0,u23
u23_2013-05-13,3319.0,u23
u23_2013-05-14,8684.0,u23
u23_2013-05-15,2319.0,u23
u23_2013-05-16,3004.0,u23
u23_2013-05-17,4097.0,u23
u23_2013-05-18,6124.0,u23
u23_2013-05-19,6576.0,u23
u23_2013-05-20,5819.0,u23
u23_2013-05-21,3176.0,u23
u23_2013-05-22,10161.0,u23
u24_2013-03-27,22213.0,u24
u24_2013-03-28,29989.0,u24
u24_2013-03-29,35222.0,u24
u24_2013-03-30,30040.0,u24
u24_2013-03-31,19956.0,u24
u24_2013-04-01,18014.0,u24
u24_2013-04-02,17902.0,u24
u24_2013-04-03,49880.0,u24
u24_2013-04-04,18751.0,u24
u24_2013-04-05,42178.0,u24
u24_2013-04-06,23386.0,u24
u24_2013-04-07,21007.0,u24
u24_2013-04-08,29002.0,u24
u24_2013-04-09,22287.0,u24
u24_2013-04-10,6414.0,u24
u24_2013-04-11,37692.0,u24
u24_2013-04-12,33094.0,u24
u24_2013-04-13,29953.0,u24
u24_2013-04-14,23768.0,u24
u24_2013-04-15,30393.0,u24
u24_2013-04-16,23694.0,u24
u24_2013-04-17,29316.0,u24
u24_2013-04-18,31542.0,u24
u24_2013-04-19,9712.0,u24
u24_2013-04-20,11153.0,u24
u24_2013-04-21,11404.0,u24
u24_2013-04-22,25880.0,u24
u24_2013-04-23,19113.0,u24
u24_2013-04-24,40996.0,u24
u24_2013-04-25,24922.0,u24
u24_2013-04-26,1303.0,u24
u25_2013-03-27,28708.0,u25
u25_2013-03-28,25302.0,u25
u25_2013-03-29,23518.0,u25
u25_2013-03-30,22629.0,u25
u25_2013-03-31,37088.0,u25
u25_2013-04-01,19229.0,u25
u25_2013-04-02,27965.0,u25
u25_2013-04-03,27612.0,u25
u25_2013-04-04,27276.0,u25
u25_2013-04-05,31700.0,u25
u25_2013-04-06,13132.0,u25
u25_2013-04-07,20021.0,u25
u25_2013-04-08,27756.0,u25
u25_2013-04-09,12765.0,u25
u25_2013-04-10,23783.0,u25
u25_2013-04-11,24523.0,u25
u25_2013-04-12,38155.0,u25
u25_2013-04-13,26262.0,u25
u25_2013-04-14,26210.0,u25
u25_2013-04-15,31319.0,u25
u25_2013-04-16,1815.0,u25
u25_2013-04-17,28995.0,u25
u25_2013-04-18,26261.0,u25
u25_2013-04-19,24532.0,u25
u25_2013-04-20,20544.0,u25
u25_2013-04-21,34761.0,u25
u25_2013-04-22,35466.0,u25
u25_2013-04-23,34937.0,u25
u25_2013-04-24,15260.0,u25
u25_2013-04-25,9540.0,u25
u25_2013-04-26,19139.0,u25
u25_2013-04-27,14079.0,u25
u25_2013-04-28,11507.0,u25
u25_2013-04-29,32211.0,u25
u25_2013-04-30,11274.0,u25
u25_2013-05-01,252.0,u25
u25_2013-05-02,5194.0,u25
u25_2013-05-03,17591.0,u25
u25_2013-05-04,12443.0,u25
u25_2013-05-05,31903.0,u25
u25_2013-05-06,0.0,u25
u25_2013-05-07,0.0,u25
u25_2013-05-08,0.0,u25
u25_2013-05-09,0.0,u25
u25_2013-05-10,0.0,u25
u25_2013-05-11,0.0,u25
u25_2013-05-12,756.0,u25
u25_2013-05-13,0.0,u25
u25_2013-05-14,8269.0,u25
u25_2013-05-15,19757.0,u25
u25_2013-05-16,0.0,u25
u25_2013-05-17,0.0,u25
u25_2013-05-18,0.0,u25
u25_2013-05-19,0.0,u25
u25_2013-05-20,0.0,u25
u25_2013-05-21,0.0,u25
u25_2013-05-22,0.0,u25
u25_2013-05-23,0.0,u25
u25_2013-05-24,14564.0,u25
u25_2013-05-25,986.0,u25
u25_2013-05-26,11288.0,u25
u25_2013-05-27,2360.0,u25
u25_2013-05-28,9952.0,u25
u27_2013-03-27,22529.0,u27
u27_2013-03-28,38092.0,u27
u27_2013-03-29,17798.0,u27
u27_2013-03-30,9319.0,u27
u27_2013-03-31,28460.0,u27
u27_2013-04-01,3692.0,u27
u27_2013-04-02,29663.0,u27
u27_2013-04-03,21499.0,u27
u27_2013-04-04,38034.0,u27
u27_2013-04-05,14631.0,u27
u27_2013-04-06,1077.0,u27
u27_2013-04-07,27890.0,u27
u27_2013-04-08,2236.0,u27
u27_2013-04-09,25213.0,u27
u27_2013-04-10,12932.0,u27
u27_2013-04-11,24515.0,u27
u27_2013-04-12,8905.0,u27
u27_2013-04-13,6111.0,u27
u27_2013-04-14,16349.0,u27
u27_2013-04-15,7840.0,u27
u27_2013-04-16,20029.0,u27
u27_2013-04-17,0.0,u27
u27_2013-04-18,0.0,u27
u27_2013-04-19,0.0,u27
u27_2013-04-20,171.0,u27
u27_2013-04-21,28441.0,u27
u27_2013-04-22,14552.0,u27
u27_2013-04-23,17377.0,u27
u27_2013-04-24,10115.0,u27
u27_2013-04-25,20878.0,u27
u27_2013-04-26,8669.0,u27
u27_2013-04-27,6027.0,u27
u27_2013-04-28,20935.0,u27
u27_2013-04-29,8241.0,u27
u27_2013-04-30,17389.0,u27
u27_2013-05-01,17389.0,u27
u27_2013-05-02,16203.0,u27
u27_2013-05-03,15343.0,u27
u27_2013-05-04,8443.0,u27
u27_2013-05-05,22758.0,u27
u27_2013-05-06,24244.0,u27
u27_2013-05-07,27997.0,u27
u27_2013-05-08,2482.0,u27
u27_2013-05-09,13230.0,u27
u27_2013-05-10,16239.0,u27
u27_2013-05-11,13323.0,u27
u27_2013-05-12,12531.0,u27
u27_2013-05-13,11668.0,u27
u27_2013-05-14,23267.0,u27
u27_2013-05-15,16061.0,u27
u27_2013-05-16,11392.0,u27
u27_2013-05-17,7560.0,u27
u27_2013-05-18,18583.0,u27
u27_2013-05-19,13978.0,u27
u27_2013-05-20,15545.0,u27
u27_2013-05-21,29412.0,u27
u27_2013-05-22,9238.0,u27
u27_2013-05-23,14295.0,u27
u27_2013-05-24,9935.0,u27
u27_2013-05-25,8268.0,u27
u27_2013-05-26,24202.0,u27
u27_2013-05-27,19207.0,u27
u27_2013-05-28,35501.0,u27
u27_2013-05-29,9227.0,u27
u27_2013-05-30,6030.0,u27
u27_2013-05-31,12482.0,u27
u30_2013-03-27,32474.0,u30
u30_2013-03-28,32141.0,u30
u30_2013-03-29,54042.0,u30
u30_2013-03-30,17192.0,u30
u30_2013-03-31,25489.0,u30
u30_2013-04-01,29951.0,u30
u30_2013-04-02,36664.0,u30
u30_2013-04-03,44475.0,u30
u30_2013-04-04,31662.0,u30
u30_2013-04-05,45083.0,u30
u30_2013-04-06,7493.0,u30
u30_2013-04-07,31245.0,u30
u30_2013-04-08,23873.0,u30
u30_2013-04-09,28344.0,u30
u30_2013-04-10,37448.0,u30
u30_2013-04-11,34085.0,u30
u30_2013-04-12,57527.0,u30
u30_2013-04-13,19651.0,u30
u30_2013-04-14,37918.0,u30
u30_2013-04-15,28246.0,u30
u30_2013-04-16,32162.0,u30
u30_2013-04-17,26201.0,u30
u30_2013-04-18,27111.0,u30
u30_2013-04-19,45397.0,u30
u30_2013-04-20,28784.0,u30
u30_2013-04-21,28430.0,u30
u30_2013-04-22,31740.0,u30
u30_2013-04-23,50677.0,u30
u30_2013-04-24,39462.0,u30
u30_2013-04-25,21106.0,u30
u30_2013-04-26,52712.0,u30
u30_2013-04-27,16975.0,u30
u30_2013-04-28,42015.0,u30
u30_2013-04-29,33293.0,u30
u30_2013-04-30,25493.0,u30
u30_2013-05-01,16425.0,u30
u30_2013-05-02,27987.0,u30
u30_2013-05-03,38216.0,u30
u30_2013-05-04,12069.0,u30
u30_2013-05-05,25613.0,u30
u30_2013-05-06,23427.0,u30
u30_2013-05-07,25386.0,u30
u30_2013-05-08,30110.0,u30
u30_2013-05-09,27418.0,u30
u30_2013-05-10,41332.0,u30
u30_2013-05-11,8101.0,u30
u30_2013-05-12,29677.0,u30
u30_2013-05-13,14839.0,u30
u30_2013-05-14,19702.0,u30
u30_2013-05-15,17161.0,u30
u30_2013-05-16,3469.0,u30
u30_2013-05-17,0.0,u30
u30_2013-05-18,0.0,u30
u30_2013-05-19,19686.0,u30
u30_2013-05-20,38357.0,u30
u30_2013-05-21,36797.0,u30
u30_2013-05-22,29616.0,u30
u30_2013-05-23,20935.0,u30
u30_2013-05-24,28501.0,u30
u30_2013-05-25,49918.0,u30
u30_2013-05-26,57365.0,u30
u30_2013-05-27,14761.0,u30
u30_2013-05-28,62974.0,u30
u30_2013-05-29,16921.0,u30
u30_2013-05-30,18327.0,u30
u30_2013-05-31,21713.0,u30
u31_2013-03-27,27201.0,u31
u31_2013-03-28,37551.0,u31
u31_2013-03-29,21029.0,u31
u31_2013-03-30,13717.0,u31
u31_2013-03-31,27894.0,u31
u31_2013-04-01,23872.0,u31
u31_2013-04-02,10892.0,u31
u31_2013-04-03,36175.0,u31
u31_2013-04-04,15552.0,u31
u31_2013-04-05,21752.0,u31
u31_2013-04-06,21855.0,u31
u31_2013-04-07,29669.0,u31
u31_2013-04-08,22949.0,u31
u31_2013-04-09,30244.0,u31
u31_2013-04-10,28181.0,u31
u31_2013-04-11,21315.0,u31
u31_2013-04-12,12225.0,u31
u31_2013-04-13,31951.0,u31
u31_2013-04-14,31514.0,u31
u31_2013-04-15,41124.0,u31
