user_date,activity_ activity inference,activity_user_x,audio_ audio inference,audio_user_y,conversation_duration(sec),conversation_user,dark_duration(sec),dark_user,phonecharge_duration(sec),phonecharge_user,phonelock_duration(sec),phonelock_user
u12_2013-05-18,543,u12,23065,u12,23255,u12,96305,u12,64122,u12,85728,u12
u12_2013-05-19,895,u12,24636,u12,20536,u12,18684,u12,31809,u12,37204,u12
u12_2013-05-20,885,u12,24343,u12,19376,u12,50095,u12,28944,u12,46995,u12
u12_2013-05-21,1073,u12,24647,u12,21917,u12,47981,u12,9642,u12,10703,u12
u12_2013-05-22,983,u12,20713,u12,18196,u12,68357,u12,58476,u12,98511,u12
u12_2013-05-23,1026,u12,16277,u12,14305,u12,52185,u12,0,u12,29808,u12
u12_2013-05-24,1322,u12,38916,u12,34680,u12,29504,u12,32012,u12,65457,u12
u12_2013-05-25,747,u12,30428,u12,30264,u12,32489,u12,4032,u12,56891,u12
u12_2013-05-26,818,u12,31396,u12,34446,u12,49658,u12,16895,u12,45159,u12
u12_2013-05-27,757,u12,19382,u12,10911,u12,22160,u12,38432,u12,57065,u12
u12_2013-05-28,990,u12,18411,u12,16873,u12,17069,u12,4166,u12,35346,u12
u12_2013-05-29,1137,u12,27205,u12,20458,u12,13794,u12,6365,u12,18271,u12
u12_2013-05-30,1411,u12,33043,u12,27504,u12,45593,u12,,,11674,u12
u12_2013-05-31,1038,u12,21638,u12,13141,u12,,,,,,
u13_2013-03-28,359,u13,13247,u13,15985,u13,75370,u13,4455,u13,14254,u13
u13_2013-03-29,285,u13,12654,u13,9864,u13,35196,u13,0,u13,0,u13
u13_2013-03-30,136,u13,1406,u13,445,u13,25736,u13,0,u13,35454,u13
u13_2013-03-31,778,u13,14919,u13,11055,u13,0,u13,4977,u13,38162,u13
u13_2013-04-01,644,u13,15367,u13,14016,u13,22536,u13,0,u13,37419,u13
u13_2013-04-02,668,u13,14637,u13,14719,u13,56179,u13,0,u13,70350,u13
u13_2013-04-03,787,u13,18805,u13,19006,u13,45140,u13,21456,u13,60982,u13
u13_2013-04-04,1136,u13,18727,u13,14316,u13,43643,u13,9993,u13,64176,u13
u13_2013-04-05,802,u13,9604,u13,8097,u13,49564,u13,14190,u13,74292,u13
u13_2013-04-06,512,u13,9877,u13,9464,u13,37696,u13,4228,u13,40757,u13
u13_2013-04-07,219,u13,2875,u13,1997,u13,35689,u13,0,u13,35967,u13
u13_2013-04-08,434,u13,10554,u13,8591,u13,40623,u13,9074,u13,72066,u13
u13_2013-04-09,913,u13,19407,u13,19195,u13,37287,u13,15333,u13,40778,u13
u13_2013-04-10,781,u13,23080,u13,20094,u13,34911,u13,0,u13,55233,u13
u13_2013-04-11,682,u13,20118,u13,21493,u13,35582,u13,5755,u13,53519,u13
u13_2013-04-12,540,u13,10555,u13,10201,u13,4220,u13,21529,u13,4204,u13
u13_2013-04-13,1135,u13,17090,u13,13966,u13,39039,u13,35223,u13,52095,u13
u13_2013-04-14,542,u13,13377,u13,12406,u13,24272,u13,37748,u13,45374,u13
u13_2013-04-15,814,u13,14996,u13,12798,u13,0,u13,48530,u13,14754,u13
u13_2013-04-16,903,u13,17976,u13,16493,u13,0,u13,6490,u13,51338,u13
u13_2013-04-17,1007,u13,24098,u13,20568,u13,4845,u13,31910,u13,17210,u13
u13_2013-04-18,511,u13,8904,u13,8093,u13,26182,u13,23760,u13,33584,u13
u13_2013-04-19,2631,u13,20513,u13,11402,u13,21523,u13,20472,u13,24183,u13
u13_2013-04-20,583,u13,11224,u13,10996,u13,26634,u13,32071,u13,8884,u13
u13_2013-04-21,766,u13,22603,u13,21309,u13,26861,u13,18055,u13,29405,u13
u13_2013-04-22,788,u13,19413,u13,19450,u13,28387,u13,3630,u13,35999,u13
u13_2013-04-23,1480,u13,18021,u13,11244,u13,6520,u13,11753,u13,6522,u13
u13_2013-04-24,705,u13,12380,u13,13154,u13,32269,u13,18585,u13,32864,u13
u13_2013-04-25,1113,u13,17987,u13,17027,u13,40067,u13,7956,u13,32674,u13
u13_2013-04-26,797,u13,11335,u13,8643,u13,29982,u13,26962,u13,26390,u13
u13_2013-04-27,2121,u13,36097,u13,30314,u13,87181,u13,11167,u13,107946,u13
u13_2013-04-28,1337,u13,11180,u13,9781,u13,28274,u13,0,u13,26356,u13
u13_2013-04-29,888,u13,16172,u13,21124,u13,0,u13,11366,u13,19815,u13
u13_2013-04-30,764,u13,18648,u13,18103,u13,24751,u13,31568,u13,47528,u13
u13_2013-05-01,0,u13,2281,u13,3600,u13,19724,u13,0,u13,0,u13
u13_2013-05-02,8,u13,1035,u13,1387,u13,0,u13,0,u13,0,u13
u13_2013-05-03,2047,u13,9676,u13,4569,u13,0,u13,5146,u13,3633,u13
u13_2013-05-04,2781,u13,16119,u13,6943,u13,4727,u13,8660,u13,12272,u13
u13_2013-05-05,1289,u13,10306,u13,7764,u13,49580,u13,0,u13,34123,u13
u13_2013-05-06,0,u13,0,u13,0,u13,0,u13,0,u13,0,u13
u13_2013-05-07,0,u13,0,u13,0,u13,0,u13,0,u13,0,u13
u13_2013-05-08,0,u13,0,u13,0,u13,0,u13,0,u13,0,u13
u13_2013-05-09,1266,u13,19844,u13,15076,u13,4970,u13,15012,u13,17626,u13
u13_2013-05-10,553,u13,20445,u13,16296,u13,53151,u13,5917,u13,13651,u13
u13_2013-05-11,1875,u13,18069,u13,13532,u13,18086,u13,16759,u13,14926,u13
u13_2013-05-12,1032,u13,17393,u13,16146,u13,29532,u13,24303,u13,31911,u13
u13_2013-05-13,1755,u13,21578,u13,15610,u13,31308,u13,15194,u13,27977,u13
u13_2013-05-14,1176,u13,23809,u13,22101,u13,30099,u13,20340,u13,27396,u13
u13_2013-05-15,1847,u13,28110,u13,19404,u13,38221,u13,13954,u13,33378,u13
u13_2013-05-16,1399,u13,31935,u13,29108,u13,32666,u13,29294,u13,38734,u13
u13_2013-05-17,454,u13,9521,u13,9425,u13,49044,u13,29974,u13,59344,u13
u13_2013-05-18,394,u13,4998,u13,3692,u13,49893,u13,16640,u13,34129,u13
u13_2013-05-19,873,u13,13484,u13,9271,u13,28091,u13,24991,u13,24312,u13
u13_2013-05-20,662,u13,26849,u13,20832,u13,45248,u13,8045,u13,45373,u13
u13_2013-05-21,776,u13,20615,u13,19476,u13,9409,u13,11255,u13,35922,u13
u13_2013-05-22,367,u13,16677,u13,18223,u13,17011,u13,24633,u13,50960,u13
u13_2013-05-23,2249,u13,24197,u13,15928,u13,43203,u13,16098,u13,54389,u13
u13_2013-05-24,945,u13,9690,u13,5976,u13,0,u13,0,u13,4164,u13
u13_2013-05-25,1044,u13,15968,u13,10811,u13,7652,u13,12605,u13,8591,u13
u13_2013-05-26,563,u13,9932,u13,6203,u13,50395,u13,32123,u13,51577,u13
u13_2013-05-27,210,u13,12100,u13,12408,u13,13612,u13,15067,u13,28967,u13
u13_2013-05-28,1181,u13,25975,u13,20132,u13,0,u13,30004,u13,23879,u13
u13_2013-05-29,267,u13,3427,u13,2754,u13,12028,u13,,,9288,u13
u14_2013-03-27,1174,u14,42397,u14,30275,u14,66366,u14,31869,u14,71988,u14
u14_2013-03-28,2367,u14,51626,u14,34896,u14,76612,u14,31673,u14,68720,u14
u14_2013-03-29,1973,u14,58878,u14,39428,u14,58652,u14,30742,u14,68338,u14
u14_2013-03-30,1475,u14,45703,u14,28468,u14,80345,u14,31367,u14,79463,u14
u14_2013-03-31,1368,u14,36157,u14,22678,u14,42299,u14,33074,u14,50647,u14
u14_2013-04-01,986,u14,28907,u14,25505,u14,35968,u14,26146,u14,58881,u14
u14_2013-04-02,1372,u14,46070,u14,34411,u14,57765,u14,33349,u14,64062,u14
u14_2013-04-03,1387,u14,64572,u14,45316,u14,36595,u14,23595,u14,40021,u14
u14_2013-04-04,1463,u14,49262,u14,35813,u14,50716,u14,30814,u14,45124,u14
u14_2013-04-05,2094,u14,55390,u14,33451,u14,56048,u14,39249,u14,57998,u14
u14_2013-04-06,1494,u14,41136,u14,26916,u14,99630,u14,28905,u14,69674,u14
u14_2013-04-07,1003,u14,46472,u14,29776,u14,15337,u14,21769,u14,46846,u14
u14_2013-04-08,1003,u14,24113,u14,18966,u14,22989,u14,0,u14,41121,u14
u14_2013-04-09,1724,u14,49529,u14,37881,u14,48256,u14,0,u14,64900,u14
u14_2013-04-10,1056,u14,63086,u14,44125,u14,69983,u14,22803,u14,86489,u14
u14_2013-04-11,421,u14,37804,u14,32284,u14,35645,u14,5645,u14,7001,u14
u14_2013-04-12,1469,u14,42232,u14,12469,u14,24326,u14,21333,u14,27006,u14
u14_2013-04-13,941,u14,34256,u14,23544,u14,26073,u14,18284,u14,26000,u14
u14_2013-04-14,634,u14,30992,u14,17635,u14,78840,u14,16547,u14,77626,u14
u14_2013-04-15,1328,u14,38940,u14,29982,u14,26256,u14,4147,u14,41355,u14
u14_2013-04-16,1553,u14,42063,u14,24765,u14,71312,u14,0,u14,68875,u14
u14_2013-04-17,717,u14,29427,u14,19171,u14,22737,u14,0,u14,35372,u14
u14_2013-04-18,1357,u14,37121,u14,29812,u14,60817,u14,34901,u14,43099,u14
u14_2013-04-19,2319,u14,53603,u14,34669,u14,33238,u14,16833,u14,64798,u14
u14_2013-04-20,986,u14,33754,u14,24519,u14,27217,u14,22451,u14,46809,u14
u14_2013-04-21,301,u14,35671,u14,31032,u14,34293,u14,14711,u14,41881,u14
u14_2013-04-22,1263,u14,51595,u14,39405,u14,47417,u14,13553,u14,50226,u14
u14_2013-04-23,905,u14,32708,u14,25986,u14,47561,u14,57257,u14,85445,u14
u14_2013-04-24,1121,u14,51784,u14,34361,u14,0,u14,12573,u14,30900,u14
u14_2013-04-25,807,u14,19779,u14,14913,u14,0,u14,57066,u14,19633,u14
u14_2013-04-26,3056,u14,60293,u14,39231,u14,59107,u14,0,u14,51035,u14
u14_2013-04-27,1249,u14,30410,u14,22605,u14,15717,u14,22806,u14,20211,u14
u14_2013-04-28,2979,u14,48384,u14,36018,u14,34896,u14,7791,u14,63994,u14
u14_2013-04-29,669,u14,41345,u14,38584,u14,18703,u14,29556,u14,29056,u14
u14_2013-04-30,585,u14,33584,u14,31761,u14,0,u14,0,u14,4370,u14
u14_2013-05-01,1721,u14,54467,u14,36069,u14,49530,u14,6604,u14,68081,u14
u14_2013-05-02,908,u14,43252,u14,36129,u14,68285,u14,29873,u14,34674,u14
u14_2013-05-03,2019,u14,65327,u14,43230,u14,0,u14,21539,u14,11317,u14
u14_2013-05-04,1305,u14,37836,u14,25859,u14,15491,u14,34815,u14,30502,u14
u14_2013-05-05,300,u14,19818,u14,13503,u14,31111,u14,0,u14,40554,u14
u14_2013-05-06,1427,u14,45833,u14,31763,u14,61077,u14,17047,u14,52770,u14
u14_2013-05-07,665,u14,37006,u14,26887,u14,45016,u14,28609,u14,32994,u14
u14_2013-05-08,405,u14,35970,u14,21855,u14,19284,u14,0,u14,45767,u14
u14_2013-05-09,551,u14,34516,u14,26372,u14,33688,u14,24826,u14,57892,u14
u14_2013-05-10,0,u14,0,u14,0,u14,0,u14,0,u14,0,u14
u14_2013-05-11,841,u14,22217,u14,16551,u14,20125,u14,15455,u14,19705,u14
u14_2013-05-12,1096,u14,46015,u14,33550,u14,44957,u14,9890,u14,64490,u14
u14_2013-05-13,1190,u14,52378,u14,43673,u14,28669,u14,31518,u14,70320,u14
u14_2013-05-14,1201,u14,35396,u14,18423,u14,39878,u14,34821,u14,14171,u14
u14_2013-05-15,608,u14,31160,u14,18778,u14,4049,u14,0,u14,17241,u14
u14_2013-05-16,191,u14,27289,u14,20342,u14,10859,u14,0,u14,0,u14
u14_2013-05-17,103,u14,6091,u14,5777,u14,0,u14,0,u14,0,u14
u14_2013-05-18,0,u14,0,u14,0,u14,0,u14,0,u14,0,u14
u14_2013-05-19,0,u14,6857,u14,6470,u14,0,u14,33006,u14,14274,u14
u14_2013-05-20,242,u14,19480,u14,17935,u14,33426,u14,0,u14,38561,u14
u14_2013-05-21,379,u14,6078,u14,4792,u14,0,u14,0,u14,0,u14
u14_2013-05-22,173,u14,38704,u14,19645,u14,20042,u14,0,u14,39430,u14
u14_2013-05-23,0,u14,1077,u14,1070,u14,0,u14,9933,u14,0,u14
u14_2013-05-24,296,u14,10559,u14,10630,u14,0,u14,0,u14,0,u14
u14_2013-05-25,19,u14,17988,u14,12362,u14,0,u14,14845,u14,13126,u14
u14_2013-05-26,31,u14,8578,u14,6504,u14,0,u14,0,u14,6112,u14
u14_2013-05-27,9,u14,12707,u14,12685,u14,5422,u14,31228,u14,7321,u14
u14_2013-05-28,127,u14,31804,u14,25926,u14,,,,,9845,u14
u14_2013-05-29,341,u14,56457,u14,36390,u14,,,,,12934,u14
u14_2013-05-30,105,u14,21388,u14,13423,u14,,,,,,
u15_2013-03-26,,,,,,,74798,u15,,,,
u15_2013-03-27,697,u15,41754,u15,32608,u15,16300,u15,3650,u15,49993,u15
u15_2013-03-28,131,u15,11153,u15,10605,u15,61028,u15,45376,u15,26373,u15
u15_2013-03-29,500,u15,34097,u15,30746,u15,9019,u15,0,u15,71228,u15
u15_2013-03-30,2566,u15,40548,u15,34921,u15,11631,u15,0,u15,19761,u15
u15_2013-03-31,2431,u15,44792,u15,37739,u15,0,u15,14257,u15,13582,u15
u15_2013-04-01,502,u15,27103,u15,29519,u15,0,u15,0,u15,0,u15
u15_2013-04-02,27,u15,12148,u15,10499,u15,41258,u15,12186,u15,0,u15
u15_2013-04-03,469,u15,35324,u15,31276,u15,14212,u15,0,u15,68233,u15
u15_2013-04-04,52,u15,5248,u15,7422,u15,69053,u15,15413,u15,14157,u15
u15_2013-04-05,2869,u15,28673,u15,18914,u15,0,u15,33544,u15,97139,u15
u15_2013-04-06,3809,u15,27971,u15,15312,u15,37239,u15,0,u15,56338,u15
u15_2013-04-07,4227,u15,32077,u15,21097,u15,4930,u15,0,u15,37232,u15
u15_2013-04-08,514,u15,26176,u15,26251,u15,74797,u15,10444,u15,32733,u15
u15_2013-04-09,498,u15,23206,u15,21261,u15,35457,u15,3920,u15,39372,u15
u15_2013-04-10,397,u15,20688,u15,20333,u15,0,u15,0,u15,3637,u15
u15_2013-04-11,0,u15,1168,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-04-12,1239,u15,26087,u15,14511,u15,0,u15,33576,u15,33391,u15
u15_2013-04-13,2699,u15,27472,u15,23442,u15,9512,u15,0,u15,0,u15
u15_2013-04-14,345,u15,10822,u15,7775,u15,23778,u15,28279,u15,6029,u15
u15_2013-04-15,654,u15,33861,u15,26891,u15,3686,u15,13176,u15,23216,u15
u15_2013-04-16,605,u15,17199,u15,15925,u15,3840,u15,0,u15,8759,u15
u15_2013-04-17,190,u15,8994,u15,5497,u15,0,u15,0,u15,0,u15
u15_2013-04-18,206,u15,11629,u15,9620,u15,0,u15,0,u15,0,u15
u15_2013-04-19,195,u15,13695,u15,12383,u15,0,u15,0,u15,0,u15
u15_2013-04-20,2712,u15,22519,u15,13520,u15,0,u15,0,u15,14735,u15
u15_2013-04-21,754,u15,13430,u15,9478,u15,21155,u15,12823,u15,0,u15
u15_2013-04-22,443,u15,26518,u15,28644,u15,0,u15,11522,u15,19307,u15
u15_2013-04-23,256,u15,10610,u15,9736,u15,0,u15,0,u15,0,u15
u15_2013-04-24,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-04-25,191,u15,12046,u15,11757,u15,0,u15,0,u15,0,u15
u15_2013-04-26,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-04-27,0,u15,0,u15,0,u15,5164,u15,0,u15,0,u15
u15_2013-04-28,403,u15,28213,u15,27612,u15,59366,u15,24343,u15,5795,u15
u15_2013-04-29,1036,u15,38357,u15,36600,u15,0,u15,0,u15,61216,u15
u15_2013-04-30,462,u15,12633,u15,7785,u15,0,u15,0,u15,0,u15
u15_2013-05-01,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-02,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-03,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-04,0,u15,0,u15,0,u15,12211,u15,0,u15,0,u15
u15_2013-05-05,357,u15,33203,u15,29509,u15,0,u15,8267,u15,54942,u15
u15_2013-05-06,583,u15,19128,u15,20036,u15,3754,u15,0,u15,10270,u15
u15_2013-05-07,202,u15,7716,u15,6625,u15,50744,u15,7132,u15,0,u15
u15_2013-05-08,36,u15,9686,u15,6980,u15,0,u15,0,u15,53081,u15
u15_2013-05-09,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-10,231,u15,11712,u15,13251,u15,0,u15,0,u15,0,u15
u15_2013-05-11,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-12,0,u15,0,u15,0,u15,43448,u15,11616,u15,0,u15
u15_2013-05-13,683,u15,18942,u15,12492,u15,0,u15,0,u15,49783,u15
u15_2013-05-14,287,u15,13066,u15,12698,u15,0,u15,5593,u15,5272,u15
u15_2013-05-15,368,u15,23514,u15,28177,u15,0,u15,5258,u15,0,u15
u15_2013-05-16,0,u15,271,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-17,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-18,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-19,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-20,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-21,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-22,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-23,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-24,0,u15,0,u15,0,u15,0,u15,0,u15,0,u15
u15_2013-05-25,92,u15,2952,u15,2666,u15,0,u15,0,u15,0,u15
u15_2013-05-26,39,u15,1181,u15,1147,u15,0,u15,0,u15,0,u15
u15_2013-05-27,68,u15,4340,u15,7443,u15,15951,u15,15994,u15,9143,u15
u15_2013-05-28,158,u15,11754,u15,5994,u15,,,3608,u15,0,u15
u15_2013-05-29,178,u15,15574,u15,16316,u15,,,5389,u15,5159,u15
u15_2013-05-30,0,u15,0,u15,,,,,,,,
u15_2013-05-31,2,u15,26,u15,,,,,,,,
u16_2013-03-27,1027,u16,29841,u16,25298,u16,53751,u16,27422,u16,53732,u16
u16_2013-03-28,1079,u16,39156,u16,35887,u16,68881,u16,65205,u16,94382,u16
u16_2013-03-29,900,u16,33290,u16,32867,u16,23419,u16,13973,u16,17800,u16
u16_2013-03-30,1279,u16,18535,u16,20175,u16,24965,u16,3699,u16,33806,u16
u16_2013-03-31,628,u16,14354,u16,10697,u16,20028,u16,29804,u16,57063,u16
u16_2013-04-01,807,u16,37745,u16,34916,u16,12519,u16,0,u16,33584,u16
u16_2013-04-02,568,u16,18838,u16,17042,u16,21519,u16,5279,u16,17693,u16
u16_2013-04-03,772,u16,32442,u16,25263,u16,26300,u16,3797,u16,9747,u16
u16_2013-04-04,627,u16,22467,u16,22223,u16,18289,u16,0,u16,14752,u16
u16_2013-04-05,853,u16,21458,u16,21169,u16,10895,u16,6439,u16,24077,u16
u16_2013-04-06,435,u16,20961,u16,23642,u16,16936,u16,8727,u16,12776,u16
u16_2013-04-07,427,u16,19867,u16,14248,u16,53929,u16,9723,u16,28799,u16
u16_2013-04-08,1343,u16,30691,u16,23591,u16,15972,u16,25608,u16,34866,u16
u16_2013-04-09,1545,u16,17393,u16,15407,u16,14944,u16,0,u16,60037,u16
u16_2013-04-10,634,u16,21592,u16,23046,u16,14038,u16,5316,u16,31478,u16
u16_2013-04-11,606,u16,13868,u16,12971,u16,76534,u16,0,u16,26504,u16
u16_2013-04-12,804,u16,22116,u16,19646,u16,26092,u16,25231,u16,70931,u16
u16_2013-04-13,407,u16,7055,u16,9022,u16,19435,u16,48659,u16,6272,u16
u16_2013-04-14,289,u16,14694,u16,16784,u16,65292,u16,37728,u16,54957,u16
u16_2013-04-15,526,u16,29183,u16,23108,u16,35720,u16,8621,u16,49131,u16
u16_2013-04-16,1085,u16,17699,u16,12921,u16,8318,u16,0,u16,69233,u16
u16_2013-04-17,810,u16,24579,u16,25104,u16,8465,u16,36045,u16,32377,u16
u16_2013-04-18,1521,u16,41965,u16,35983,u16,69389,u16,26986,u16,62963,u16
u16_2013-04-19,786,u16,29108,u16,25678,u16,55230,u16,27524,u16,55397,u16
u16_2013-04-20,229,u16,10100,u16,10443,u16,5134,u16,0,u16,61032,u16
u16_2013-04-21,476,u16,7903,u16,7623,u16,4545,u16,19131,u16,56170,u16
u16_2013-04-22,735,u16,25039,u16,27394,u16,10125,u16,19975,u16,43566,u16
u16_2013-04-23,905,u16,24025,u16,25328,u16,30012,u16,4436,u16,44765,u16
u16_2013-04-24,359,u16,25550,u16,23373,u16,10119,u16,3815,u16,25079,u16
u16_2013-04-25,75,u16,3326,u16,11940,u16,46130,u16,18905,u16,39583,u16
u16_2013-04-26,408,u16,16237,u16,11579,u16,6023,u16,6938,u16,20709,u16
u16_2013-04-27,251,u16,13997,u16,18161,u16,4097,u16,0,u16,22599,u16
u16_2013-04-28,403,u16,16392,u16,9470,u16,44172,u16,52366,u16,8193,u16
u16_2013-04-29,906,u16,7204,u16,4890,u16,33629,u16,26798,u16,56592,u16
u16_2013-04-30,1052,u16,2352,u16,0,u16,28258,u16,4695,u16,64664,u16
u16_2013-05-01,819,u16,6329,u16,5444,u16,10311,u16,0,u16,27454,u16
u16_2013-05-02,641,u16,24030,u16,22905,u16,3711,u16,50201,u16,56485,u16
u16_2013-05-03,521,u16,22837,u16,24816,u16,22302,u16,0,u16,44300,u16
u16_2013-05-04,128,u16,28652,u16,26777,u16,4924,u16,29139,u16,32306,u16
u16_2013-05-05,255,u16,21345,u16,17902,u16,45574,u16,27995,u16,27244,u16
u16_2013-05-06,543,u16,17475,u16,15400,u16,35530,u16,38370,u16,95631,u16
u16_2013-05-07,1207,u16,18084,u16,17489,u16,48985,u16,9732,u16,15855,u16
u16_2013-05-08,696,u16,28669,u16,22366,u16,9838,u16,0,u16,25845,u16
u16_2013-05-09,867,u16,14931,u16,12942,u16,11149,u16,0,u16,32107,u16
u16_2013-05-10,1224,u16,42693,u16,34873,u16,45227,u16,7555,u16,30681,u16
u16_2013-05-11,977,u16,495,u16,716,u16,37570,u16,6378,u16,79037,u16
u16_2013-05-12,268,u16,887,u16,140,u16,6695,u16,0,u16,33379,u16
u16_2013-05-13,565,u16,7432,u16,8833,u16,35043,u16,15519,u16,39628,u16
u16_2013-05-14,444,u16,7722,u16,7140,u16,7854,u16,32413,u16,47253,u16
u16_2013-05-15,1043,u16,18985,u16,19446,u16,19024,u16,0,u16,40830,u16
u16_2013-05-16,216,u16,12601,u16,11959,u16,20815,u16,0,u16,39457,u16
u16_2013-05-17,319,u16,19202,u16,16416,u16,4246,u16,0,u16,30551,u16
u16_2013-05-18,252,u16,191,u16,0,u16,34297,u16,5433,u16,41394,u16
u16_2013-05-19,229,u16,704,u16,234,u16,27719,u16,0,u16,29832,u16
u16_2013-05-20,519,u16,128,u16,0,u16,80210,u16,19057,u16,31265,u16
u16_2013-05-21,876,u16,19786,u16,18225,u16,44300,u16,25114,u16,38628,u16
u16_2013-05-22,722,u16,26025,u16,21314,u16,46035,u16,7668,u16,53175,u16
u16_2013-05-23,428,u16,21918,u16,21097,u16,14276,u16,3819,u16,66869,u16
u16_2013-05-24,341,u16,1176,u16,0,u16,54490,u16,58032,u16,34663,u16
u16_2013-05-25,5208,u16,95,u16,0,u16,17985,u16,47412,u16,29573,u16
u16_2013-05-26,200,u16,36,u16,0,u16,12205,u16,35892,u16,28900,u16
u16_2013-05-27,738,u16,129,u16,0,u16,19588,u16,6458,u16,63705,u16
u16_2013-05-28,424,u16,6763,u16,25252,u16,18996,u16,59730,u16,62848,u16
u16_2013-05-29,23,u16,14458,u16,,,,,14824,u16,4557,u16
u17_2013-03-26,,,,,,,67890,u17,,,70905,u17
u17_2013-03-27,1066,u17,19888,u17,17314,u17,39935,u17,4044,u17,39770,u17
u17_2013-03-28,634,u17,16265,u17,15714,u17,39481,u17,0,u17,39198,u17
u17_2013-03-29,661,u17,23878,u17,22796,u17,63721,u17,3775,u17,64790,u17
u17_2013-03-30,84,u17,5486,u17,4506,u17,29271,u17,32447,u17,79452,u17
u17_2013-03-31,0,u17,3577,u17,2733,u17,75671,u17,4116,u17,70119,u17
u17_2013-04-01,529,u17,23616,u17,22062,u17,82086,u17,7055,u17,92260,u17
u17_2013-04-02,503,u17,6713,u17,7724,u17,56665,u17,31780,u17,68591,u17
u17_2013-04-03,875,u17,30863,u17,26505,u17,36090,u17,23868,u17,75043,u17
u17_2013-04-04,776,u17,19410,u17,12036,u17,36709,u17,4088,u17,41219,u17
u17_2013-04-05,798,u17,33458,u17,23312,u17,32994,u17,0,u17,41709,u17
u17_2013-04-06,822,u17,27438,u17,23438,u17,41727,u17,4767,u17,46638,u17
u17_2013-04-07,395,u17,7038,u17,4921,u17,25639,u17,19600,u17,27541,u17
u17_2013-04-08,464,u17,12636,u17,10348,u17,35551,u17,8756,u17,46405,u17
u17_2013-04-09,0,u17,9255,u17,7778,u17,83549,u17,6485,u17,38783,u17
u17_2013-04-10,526,u17,22208,u17,18261,u17,79606,u17,0,u17,79076,u17
u17_2013-04-11,626,u17,14118,u17,12606,u17,39463,u17,25772,u17,32003,u17
u17_2013-04-12,329,u17,12149,u17,10235,u17,44819,u17,3744,u17,48769,u17
u17_2013-04-13,0,u17,11674,u17,6998,u17,58396,u17,20179,u17,56687,u17
u17_2013-04-14,590,u17,23475,u17,13580,u17,30375,u17,37275,u17,37951,u17
u17_2013-04-15,987,u17,24483,u17,16509,u17,73610,u17,54962,u17,71679,u17
u17_2013-04-16,576,u17,16787,u17,15268,u17,77214,u17,34144,u17,35421,u17
u17_2013-04-17,401,u17,18042,u17,17065,u17,38850,u17,35436,u17,47913,u17
u17_2013-04-18,1149,u17,25430,u17,18195,u17,39026,u17,0,u17,42626,u17
u17_2013-04-19,1005,u17,22288,u17,19147,u17,9757,u17,3984,u17,4517,u17
u17_2013-04-20,196,u17,13475,u17,11088,u17,12767,u17,9142,u17,28332,u17
u17_2013-04-21,530,u17,25338,u17,16468,u17,41068,u17,32426,u17,60059,u17
u17_2013-04-22,497,u17,17183,u17,14238,u17,39640,u17,49644,u17,37362,u17
u17_2013-04-23,916,u17,16935,u17,16020,u17,72130,u17,24772,u17,35211,u17
u17_2013-04-24,674,u17,26483,u17,20330,u17,47977,u17,3823,u17,77994,u17
u17_2013-04-25,1025,u17,17086,u17,12898,u17,56979,u17,4834,u17,63933,u17
u17_2013-04-26,2100,u17,29408,u17,28315,u17,62815,u17,3714,u17,24481,u17
u17_2013-04-27,531,u17,15292,u17,9889,u17,34560,u17,68720,u17,60143,u17
u17_2013-04-28,6,u17,12698,u17,11175,u17,59347,u17,35253,u17,64115,u17
u17_2013-04-29,753,u17,19707,u17,9672,u17,38800,u17,19998,u17,40971,u17
u17_2013-04-30,283,u17,19036,u17,8831,u17,51932,u17,57269,u17,68088,u17
u17_2013-05-01,695,u17,17751,u17,12359,u17,0,u17,0,u17,23108,u17
u17_2013-05-02,662,u17,11667,u17,12534,u17,46129,u17,14361,u17,5942,u17
u17_2013-05-03,532,u17,23482,u17,16810,u17,51165,u17,25692,u17,73183,u17
u17_2013-05-04,228,u17,13774,u17,9185,u17,39051,u17,11672,u17,86965,u17
u17_2013-05-05,405,u17,12429,u17,8360,u17,73248,u17,32023,u17,72651,u17
u17_2013-05-06,1147,u17,19392,u17,15767,u17,53705,u17,25133,u17,50744,u17
