user_date,Activity_Social2,Activity_null,Activity_other_relaxing,Activity_other_working,Activity_relaxing,Activity_working,Activity_user,Administration response_angry,Administration response_apathetic,Administration response_appreciative,Administration response_disappointed,Administration response_empathic,Administration response_frustrated,Administration response_proud,Administration response_saddened,Administration response_user,Behavior_anxious,Behavior_critical,Behavior_user,Behavior_null,Behavior_calm,Behavior_conventional,Behavior_dependable,Behavior_disorganized,Behavior_enthusiastic,Behavior_experiences,Behavior_reserved,Behavior_sympathetic,Boston Bombing_boston,Boston Bombing_user,Cancelled Classes_user,Class 2_challenge,Class 2_effort,Class 2_grade,Class 2_user,Class_due,Class_experience,Class_hours,Class_user,Class_null,Comment_user,Dartmouth now_angry,Dartmouth now_apathetic,Dartmouth now_appreciative,Dartmouth now_disappointed,Dartmouth now_empathic,Dartmouth now_frustrated,Dartmouth now_proud,Dartmouth now_saddened,Dartmouth now_user,Dimensions protestors_angry,Dimensions protestors_apathetic,Dimensions protestors_appreciative,Dimensions protestors_disappointed,Dimensions protestors_empathic,Dimensions protestors_frustrated,Dimensions protestors_proud,Dimensions protestors_saddened,Dimensions protestors_user,Dimensions_user,Dining Halls_breakfast,Dining Halls_dinner,Dining Halls_lunch,Dining Halls_user,Events_negative,Events_positive,Events_user,Exercise_exercise,Exercise_walk,Exercise_user,Exercise_have,Exercise_schedule,Green Key 1_user,Green Key 2_user,Green Key 2_excited,Lab_duration,Lab_enjoy,Lab_user,Mood 1_tomorrow,Mood 1_user,Mood 2_how,Mood 2_user,Mood 2_null,Mood_happy,Mood_sad,Mood_user,Mood_happyornot,Mood_sadornot,PAM_picture_idx,PAM_user,QR_Code_user,QR_Code_qr_code,Sleep_hour,Sleep_rate,Sleep_social,Sleep_user,Sleep_null,Social_number,Social_user,Social_null,Stress_level,Stress_user,Stress_null,Study Spaces_null,Study Spaces_productivity,Study Spaces_noise,Study Spaces_user
u16_2013-05-09,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,,,u16,,,,,,,,u16,,u16,2.0,u16,,,,u16,,,4.6,u16,,,,,,u16,,,u16,,3.0,u16,,,,,u16
u16_2013-05-10,0.0,0.0,2.0,1.0,2.0,3.0,u16,,,,,,,,,,2.0,1.5,u16,,2.5,3.5,2.5,3.5,3.5,3.0,4.0,3.5,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,u16,4.0,7.0,u16,,,u16,,,,,,,,u16,2.0,u16,3.0,u16,,,,u16,,,9.142857142857142,u16,,,9.0,1.0,1.0,u16,0.0,3.5,u16,,2.0,u16,,0.0,1.0,4.0,u16
u16_2013-05-11,0.0,0.0,4.0,1.0,2.0,1.0,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,u16,,,u16,1.0,3.0,u16,2.0,,,,,,,u16,2.0,u16,1.5,u16,,2.0,1.0,u16,1.0,1.0,11.0,u16,,,10.0,2.0,2.0,u16,0.0,3.0,u16,,1.0,u16,,,,,u16
u16_2013-05-12,0.0,0.0,5.0,1.0,1.0,2.0,u16,,,,,,,,,,2.0,5.0,u16,,3.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,7.0,8.0,7.0,u16,,,u16,1.0,3.0,u16,2.0,,,,,,,u16,,u16,3.0,u16,,4.0,1.0,u16,1.0,2.0,8.4,u16,,,6.0,2.0,1.0,u16,0.0,,u16,,,u16,,0.0,1.0,3.0,u16
u16_2013-05-13,0.0,0.0,3.0,2.0,1.0,2.0,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,u16,,,u16,,,u16,,,,,,,,u16,2.0,u16,2.0,u16,,3.0,1.0,u16,1.0,1.0,10.0,u16,,,13.0,2.0,1.0,u16,0.0,1.0,u16,,2.0,u16,,,,,u16
u16_2013-05-14,0.0,0.0,2.0,3.0,1.0,2.0,u16,,,,,,,,,,4.0,3.0,u16,,3.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,u16,,,u16,1.0,2.0,u16,1.0,,,,,,,u16,2.0,u16,2.0,u16,,1.0,1.5,u16,1.0,1.0,12.625,u16,,,9.0,3.0,1.0,u16,0.0,4.0,u16,,2.6666666666666665,u16,,,,,u16
u16_2013-05-15,0.0,0.0,2.0,2.0,1.0,4.0,u16,,,,,,,,,,3.0,4.0,u16,,3.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,3.0,2.0,u16,1.0,,,,,8.0,3.0,u16,2.0,u16,1.0,u16,,3.0,1.0,u16,1.0,1.0,9.5,u16,,,9.0,2.0,1.0,u16,0.0,,u16,,2.0,u16,,0.0,3.0,2.0,u16
u16_2013-05-16,0.0,0.0,2.0,1.0,2.0,4.0,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,2.0,2.0,u16,1.5,,,,,,,u16,,u16,,u16,,3.0,3.0,u16,1.0,1.0,9.0,u16,,,,,,u16,,,u16,,4.0,u16,,,,,
u16_2013-05-17,0.0,0.0,2.0,2.0,1.0,4.0,u16,,,,,,,,,,3.0,1.0,u16,,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,4.0,7.0,u16,,,u16,,,,,,5.0,1.0,u16,,u16,,u16,,,,u16,,,9.8,u16,,,8.0,1.0,1.0,u16,0.0,,u16,,1.0,u16,,,,,
u16_2013-05-18,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,3.0,6.0,u16,,,u16,,,u16,u16,,,,,,u16,2.0,u16,,,,u16,,,8.0,u16,,,8.0,2.0,1.0,u16,0.0,4.0,u16,,2.5,u16,,,,,
u16_2013-05-19,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,1.0,2.0,u16,2.0,,u16,,,,,,,u16,,u16,,,,u16,,,10.571428571428571,u16,,,13.0,1.0,1.0,u16,0.0,,u16,,2.25,u16,,,,,
u16_2013-05-20,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,2.0,1.0,12.0,u16,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,,,u16,,,u16,,,,,,2.0,u16,3.0,u16,,1.0,3.0,u16,1.0,1.0,5.666666666666667,u16,,,9.0,1.0,1.0,u16,0.0,3.0,u16,,2.5,u16,,,,,
u16_2013-05-21,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,,,u16,,,u16,,,,,,,u16,3.0,u16,,3.0,1.0,u16,1.0,1.0,9.25,u16,,,7.0,1.0,1.5,u16,0.0,,u16,,1.0,u16,,,,,
u16_2013-05-22,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,5.0,3.0,4.0,u16,,,u16,,,u16,,,u16,,,,,,,u16,2.0,u16,,1.0,3.0,u16,1.0,1.0,8.2,u16,,,6.0,2.0,1.0,u16,0.0,,u16,,2.5,u16,,,,,
u16_2013-05-23,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,,,u16,,,,,,,,,,u16,2.0,u16,,3.0,3.0,u16,1.0,1.0,6.833333333333333,u16,,,6.0,2.0,1.0,u16,0.0,3.0,u16,,1.5,u16,,,,,
u16_2013-05-24,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,u16,,,u16,1.0,2.0,u16,2.0,,,,,,,,,u16,2.0,u16,,3.0,1.0,u16,1.0,1.0,10.666666666666666,u16,,,13.0,1.0,1.0,u16,0.0,,u16,,,u16,,,,,
u16_2013-05-25,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,,,,u16,1.0,2.0,u16,2.0,,,,,,,,2.0,u16,3.0,u16,,,,,,,10.2,u16,,,8.0,1.0,1.0,u16,0.0,3.0,u16,,,u16,,,,,
u16_2013-05-26,,,,,,,u16,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,,,,u16,1.0,2.0,u16,2.0,,,,,,,,2.0,u16,,u16,,,,,,,10.333333333333334,u16,,,9.0,1.0,1.0,u16,0.0,2.0,u16,,,u16,,,,,
u16_2013-05-27,0.0,0.0,1.0,1.0,1.0,4.0,u16,,,,,,,,,,4.0,5.0,u16,,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,,,,u16,,,u16,,,,,,,,,2.0,u16,,u16,,,,,,,9.523809523809524,u16,,,13.0,3.0,1.0,u16,0.0,,u16,,3.0,u16,,,,,
u16_2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,u16,1.0,1.0,u16,2.0,,,,,,,,,,2.0,u16,,,,,,,8.666666666666666,u16,,,11.0,3.0,1.0,u16,0.0,1.0,u16,,,,,,,,
u16_2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u16,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,u16,,,,,,,,,,,,,,3.0,u16,,,,,,,7.5,u16,,,,,,,,1.0,u16,,,,,,,,
u17_2013-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,u17,,,,,,,,0.0,u17,,0.0,u17,,,,,
u17_2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,u17,,,u17,,,,,
u17_2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,u17,,,,,,,,,u17,,,u17,,,,,
u17_2013-03-27,4.0,2.0,0.0,0.0,0.0,0.0,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.333333333333333,5.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,u17,u17,44.5,,,,,,1.0,u17,,,u17,,,,,
u17_2013-03-28,,,,,,,u17,,,,,,,,,,0.0,0.0,u17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,3.0,2.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,u17,u17,68.0,,,,,,3.0,u17,,1.0,u17,,,,,
u17_2013-03-29,4.0,1.0,0.0,0.0,0.0,0.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,2.0,3.0,5.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,u17,u17,4.0,,,,,,3.0,u17,,,u17,,,,,
u17_2013-03-30,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,2.0,1.0,8.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,u17,u17,,,,,,,,u17,,2.0,u17,,,,,
u17_2013-03-31,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,2.0,1.0,12.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,u17,u17,,,,,,,1.0,u17,,,u17,,,,,
u17_2013-04-01,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,u17,u17,6.0,7.0,3.0,2.0,u17,,,u17,,,u17,,,,,
u17_2013-04-02,4.0,2.0,0.0,0.0,0.0,0.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-03,,,,,,,u17,,,,,,,,,,0.0,0.0,u17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.5,5.5,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,u17,2.0,1.0,,,,,,,,,,,,,,,,,9.545454545454543,u17,u17,,6.0,3.0,3.0,u17,,,u17,,,u17,,,,,
u17_2013-04-04,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-05,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-06,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-07,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-08,2.8,1.2,0.2,0.2,0.2,0.8,u17,,,,,,,,,,0.0,0.0,u17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.875,2.5,6.5,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,u17,2.0,1.0,,,,,,,,,,,,,,,,,11.11111111111111,u17,u17,,4.5,2.5,1.6666666666666667,u17,,4.0,u17,,,u17,,,,,
u17_2013-04-09,0.0,0.0,1.0,2.0,2.0,4.0,u17,,,,,,,,,,1.0,1.0,u17,,1.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,,,,,,,,2.0,3.0,3.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,6.666666666666667,u17,u17,31.6,,,,u17,,,u17,,,u17,,,,,
u17_2013-04-10,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,7.5,u17,u17,5.0,5.0,3.0,3.0,u17,,2.0,u17,,,u17,,,,,
u17_2013-04-11,0.0,0.0,1.0,1.0,2.0,4.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,2.0,3.0,3.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,8.2,u17,u17,46.5,4.0,2.0,3.0,u17,,3.0,u17,,3.0,u17,,,,,
u17_2013-04-12,0.0,0.0,1.0,1.5,1.5,4.5,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,11.666666666666666,u17,u17,6.0,3.0,2.0,3.0,u17,,,u17,,,u17,,,,,
u17_2013-04-13,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,3.0,1.0,u17,,5.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,,,,,,,,2.0,3.0,11.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,u17,2.0,1.0,,,,,,,,,,,,,,,,,9.0,u17,u17,,8.0,1.0,3.0,u17,,4.0,u17,,,u17,,,,,
u17_2013-04-14,0.0,0.0,1.0,1.0,1.0,5.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,8.0,u17,u17,,4.0,3.0,2.0,u17,,2.0,u17,,3.0,u17,,,,,
u17_2013-04-15,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,1.0,2.0,6.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,u17,1.0,2.0,,,,,,,,,,,,,,,,,13.0,u17,u17,6.0,4.0,3.0,3.0,u17,,4.0,u17,,3.0,u17,,,,,
u17_2013-04-16,0.0,0.0,1.0,1.0,1.0,5.0,u17,,,,,,,,,,5.0,1.0,u17,,5.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,,,,,,,,1.5,2.5,8.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.5,u17,2.0,1.0,,,,,,,,,,,,,,,,,13.8,u17,u17,,5.0,3.0,3.0,u17,,3.0,u17,,2.0,u17,,,,,
u17_2013-04-17,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,9.0,u17,u17,42.0,5.0,3.0,2.0,u17,,2.0,u17,,3.0,u17,,,,,
u17_2013-04-18,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,4.0,2.5,u17,,3.5,1.0,4.0,2.0,5.0,4.5,4.0,3.5,,,,,,,,1.5,2.5,10.0,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,u17,1.0,3.0,u17,2.0,1.0,,,,,,,,,,,,,,,,,10.333333333333334,u17,u17,6.0,5.0,3.5,1.5,u17,,3.0,u17,,3.0,u17,,2.0,2.0,0.0,u17
u17_2013-04-19,0.0,0.0,1.0,2.0,1.0,5.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,u17,,,u17,,,,,,,,,,,,,,,,,,,10.8,u17,u17,6.0,4.0,3.0,1.0,u17,,3.0,u17,,2.0,u17,,2.0,2.0,0.0,u17
u17_2013-04-20,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,1.0,1.0,u17,,3.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,2.0,2.5,7.5,u17,,u17,,,,,,,,,,,,,,,,,,,u17,,,,,1.0,5.0,u17,1.5,3.0,u17,1.5,1.5,,,,,,,,,,,,,,,,,10.25,u17,u17,,8.0,3.0,2.0,u17,,3.0,u17,,2.6666666666666665,u17,,3.0,1.5,0.0,u17
u17_2013-04-21,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,4.5,3.5,u17,,4.5,2.0,4.0,3.0,3.5,4.0,3.0,4.0,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,u17,,,,,7.0,2.0,u17,2.0,3.0,u17,1.0,2.0,,,,,,,,,,,,,,,,,9.5,u17,u17,,6.0,2.0,2.0,u17,,4.0,u17,,3.0,u17,,2.0,1.0,0.0,u17
u17_2013-04-22,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,u17,,u17,,,,,,,,,,,,,,,,,,,u17,,,,,,,u17,,,u17,,,,,,,,,,,,,,,,,,,11.857142857142858,u17,u17,78.0,,,,u17,,2.0,u17,,3.0,u17,,2.0,1.0,0.0,u17
u17_2013-04-23,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,1.0,3.0,12.0,u17,,u17,,,,,,,,,,,,,,,,,,,u17,,,,,,,u17,,,u17,,,,,,11.0,3.0,u17,,,,,,,,,,,6.666666666666667,u17,u17,78.0,,,,u17,,,u17,,,u17,,1.0,4.0,0.0,u17
u17_2013-04-24,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,u17,,,,,2.0,3.0,4.0,u17,,u17,,,,,,,,,,,,,,,,,,,u17,,,,,,,u17,,,u17,,,,,,,,u17,,,,,,,,,,,12.4,u17,u17,,,,,u17,,,u17,,,u17,,0.0,1.0,2.0,u17
u17_2013-04-25,0.0,0.0,1.0,1.0,2.0,5.0,u17,,,,,,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,u17,,u17,,,,,,,,,,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,u17,u17,,,,,7.0,4.0,u17,,,u17,,,,,,,,u17,,,,,,,,,,,14.5,u17,u17,59.0,4.0,2.0,2.0,u17,,,u17,,,u17,,,,,u17
u17_2013-04-26,,,,,,,u17,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,u17,1.0,1.0,u17,,5.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,u17,u17,1.0,1.0,1.0,u17,2.0,3.0,4.0,u17,,u17,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,u17,,,,,,,,,u17,u17,,,,,,,u17,1.0,3.0,u17,2.0,1.0,,,,,,u17,,,2.0,u17,,,,,,,14.0,u17,u17,54.0,,,,u17,,,u17,,3.0,u17,,0.0,3.0,1.0,u17
u17_2013-04-27,0.0,0.0,1.0,1.0,1.0,5.0,u17,,,,,,,,,u17,,,u17,,,,,,,,,,,u17,u17,,,,u17,,,,u17,,u17,,,,,,,,,u17,,,,,,,,,u17,u17,,,,,7.0,2.0,u17,1.0,2.0,u17,2.0,1.0,,,,,,u17,2.0,u17,3.0,u17,,,,,,,12.0,u17,u17,,5.0,3.0,2.0,u17,,3.0,u17,,,u17,,,,,u17
u17_2013-04-28,0.0,0.0,1.0,1.0,1.0,5.0,u17,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,u17,3.0,4.0,u17,,5.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,u17,u17,1.0,1.0,1.0,u17,1.25,3.0,10.25,u17,,u17,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,u17,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,u17,u17,,,,,7.0,3.0,u17,1.0,3.0,u17,2.0,1.0,,,,11.0,2.0,u17,2.0,u17,2.0,u17,,,,,,,5.666666666666667,u17,u17,,4.0,2.0,3.0,u17,,2.0,u17,,3.0,u17,,0.0,2.5,1.0,u17
u17_2013-04-29,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,u17,,,u17,1.0,2.0,u17,2.0,1.0,,,,,,u17,,u17,,u17,,1.0,2.0,u17,1.0,1.0,12.666666666666666,u17,u17,,,,,u17,,,u17,,3.0,u17,,0.0,3.0,4.0,u17
u17_2013-04-30,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,1.0,1.0,2.0,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,7.0,1.0,u17,,,u17,,,,,,11.0,4.0,u17,2.0,u17,,u17,,,,u17,,,11.5,u17,u17,,,,,u17,,,u17,,3.0,u17,,,,,u17
u17_2013-05-01,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,11.0,2.0,u17,,u17,,u17,,,,u17,,,14.0,u17,u17,7.0,5.0,2.0,3.0,u17,,,u17,,3.0,u17,,,,,u17
u17_2013-05-02,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,1.0,1.0,2.0,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,14.0,u17,u17,6.0,,,,u17,,,u17,,,u17,,,,,u17
u17_2013-05-03,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,7.0,1.0,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,14.0,u17,u17,7.0,5.0,3.0,2.0,u17,,,u17,,,u17,,0.0,2.0,2.0,u17
u17_2013-05-04,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,13.333333333333334,u17,u17,,,,,u17,,2.0,u17,,3.0,u17,,,,,u17
u17_2013-05-05,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,2.0,u17,,2.0,3.0,u17,1.0,1.0,15.0,u17,u17,,,,,u17,,1.0,u17,,,u17,,,,,u17
u17_2013-05-06,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,2.0,u17,,,,u17,,,14.0,u17,u17,27.0,,,,u17,,,u17,,3.0,u17,,,,,u17
u17_2013-05-07,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,1.0,2.0,u17,2.0,1.0,,,,,,u17,,u17,,u17,,,,u17,,,14.6,u17,u17,,4.0,2.0,2.0,u17,,,u17,,3.0,u17,,,,,u17
u17_2013-05-08,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,14.666666666666666,u17,u17,20.0,1.0,3.0,3.0,u17,,,u17,,3.0,u17,,,,,u17
u17_2013-05-09,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,,u17,u17,,,,,u17,,,u17,,,u17,,,,,u17
u17_2013-05-10,,,,,,,u17,,,,,,,,,,,,u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u17,,,u17,,,u17,,,,,,,,u17,,u17,,u17,,,,u17,,,5.0,u17,u17,,,,,u17,,2.0,u17,,3.0,u17,,0.0,2.0,2.0,u17
